transaction_id,customer_id,amount,currency,payment_method,failure_reason,attempt_number,previous_success_count,previous_failure_count,average_transaction_amount,customer_lifetime_value,days_since_last_purchase,purchase_frequency,subscription_status,device_type,country,hour,day_of_week,recovery_probability,recovered,recovery_time_minutes,recovery_action
TXN004625,CUST04326,2024.43,INR,card,issuer_decline,1,8,2,3642.77,38938.63,129,1.763,active,mobile,Singapore,3,2,0.97,1,5,payment_link
TXN004626,CUST04053,4411.85,INR,upi,network_error,2,8,1,2741.3,35346.77,18,0.731,active,mobile,UAE,2,1,0.97,1,33,payment_link
TXN004627,CUST04697,8978.19,INR,card,bank_timeout,4,7,2,3540.78,32185.66,22,1.898,active,mobile,UAE,0,6,0.97,1,30,payment_link
TXN004628,CUST00467,2466.58,INR,card,bank_timeout,3,9,2,5943.97,45504.62,29,1.97,trial,mobile,India,3,1,0.9579,1,45,payment_link
TXN004629,CUST04051,1396.9,INR,upi,insufficient_funds,1,8,1,1429.43,10914.91,18,1.767,inactive,tablet,USA,7,2,0.97,1,12,retry
TXN004630,CUST03997,10938.83,INR,wallet,network_error,1,5,1,966.79,6360.25,6,1.77,active,mobile,Singapore,7,2,0.97,1,24,payment_link
TXN004631,CUST01815,560.5,INR,card,issuer_decline,3,9,2,2307.49,38716.47,72,1.219,active,mobile,Singapore,20,0,0.97,1,47,payment_link
TXN004632,CUST01949,3842.05,INR,card,expired_card,1,6,0,1695.15,10140.45,142,1.373,inactive,mobile,USA,1,0,0.3576,1,76,escalate
TXN004633,CUST01052,18331.72,INR,netbanking,network_error,2,10,1,3226.62,29725.78,55,0.563,trial,mobile,USA,5,2,0.9627,1,44,payment_link
TXN004634,CUST02753,3593.75,INR,card,bank_timeout,2,15,0,5521.74,152358.57,32,1.559,inactive,mobile,Singapore,15,2,0.97,1,5,payment_link
TXN004635,CUST03528,2297.35,INR,netbanking,network_error,1,9,4,3865.46,52863.33,9,0.852,inactive,desktop,UK,10,4,0.97,1,25,payment_link
TXN004636,CUST03798,2435.45,INR,card,network_error,1,10,0,1168.81,23081.91,69,1.864,active,desktop,USA,14,4,0.97,1,15,payment_link
TXN004637,CUST01759,323.69,INR,upi,insufficient_funds,1,6,0,4035.23,25199.74,1,0.059,trial,mobile,UK,16,1,0.97,1,20,retry
TXN004638,CUST03013,657.34,INR,card,network_error,2,11,2,1982.16,32406.67,168,1.95,active,desktop,Singapore,14,3,0.97,1,24,payment_link
TXN004639,CUST00727,210.62,INR,upi,incorrect_otp,1,3,3,2753.53,9696.33,177,1.959,trial,mobile,USA,19,1,0.9567,1,41,retry
TXN004640,CUST00230,1640.55,INR,netbanking,bank_timeout,1,7,1,501.03,4125.09,139,1.004,active,mobile,UAE,18,3,0.97,1,34,payment_link
TXN004641,CUST01770,1914.1,INR,netbanking,network_error,1,7,1,7775.35,95516.89,69,0.599,active,mobile,USA,1,0,0.97,1,39,payment_link
TXN004642,CUST01745,5816.8,INR,netbanking,insufficient_funds,2,7,3,1364.62,16601.15,139,0.556,trial,mobile,UAE,6,1,0.1638,1,90,escalate
TXN004643,CUST01914,1696.48,INR,card,insufficient_funds,2,10,2,2965.15,26961.41,146,1.536,active,mobile,Singapore,11,6,0.871,1,6,retry
TXN004644,CUST01483,4279.78,INR,card,insufficient_funds,2,4,0,3345.28,22935.73,18,1.834,active,mobile,USA,21,3,0.9435,1,20,retry
TXN004645,CUST03325,13781.82,INR,upi,network_error,3,6,1,7127.39,83108.17,42,1.584,active,mobile,UK,11,3,0.97,1,20,payment_link
TXN004646,CUST02960,5220.13,INR,card,bank_timeout,2,12,2,3065.09,72233.35,41,0.754,trial,mobile,India,19,1,0.9029,1,15,payment_link
TXN004647,CUST02990,3945.59,INR,upi,network_error,1,13,3,7421.54,141048.44,174,1.257,active,mobile,Singapore,3,6,0.9594,1,40,payment_link
TXN004648,CUST02651,4411.25,INR,card,network_error,1,5,4,1697.43,13967.68,164,0.193,active,desktop,UAE,11,5,0.9566,1,20,payment_link
TXN004649,CUST01720,4059.05,INR,wallet,issuer_decline,1,7,3,2140.38,21124.36,124,1.209,inactive,tablet,UK,0,1,0.7418,0,0,reminder
TXN004650,CUST00038,2098.89,INR,card,network_error,1,6,1,1231.95,14444.3,125,0.666,active,desktop,India,22,4,0.9496,1,29,payment_link
TXN004651,CUST00625,2051.81,INR,netbanking,network_error,3,10,1,26327.52,221322.71,86,1.886,trial,mobile,India,6,4,0.97,1,17,payment_link
TXN004652,CUST00354,989.57,INR,card,incorrect_otp,2,6,1,5969.18,44017.92,49,1.282,active,mobile,Singapore,5,2,0.97,1,5,retry
TXN004653,CUST04013,2102.31,INR,card,bank_timeout,2,10,2,2936.06,43145.32,101,0.785,active,desktop,UAE,21,6,0.9485,1,18,payment_link
TXN004654,CUST02500,4503.65,INR,netbanking,expired_card,1,8,5,11389.13,77205.61,143,0.396,inactive,desktop,UK,16,0,0.0893,0,0,escalate
TXN004655,CUST04893,1359.83,INR,upi,network_error,2,10,2,2704.67,42847.25,49,1.969,active,desktop,USA,2,3,0.97,1,13,payment_link
TXN004656,CUST03662,3620.85,INR,card,insufficient_funds,2,8,1,3102.39,26311.79,42,1.492,active,desktop,USA,11,1,0.8932,1,17,retry
TXN004657,CUST00677,625.99,INR,netbanking,incorrect_otp,1,2,2,1583.39,4696.51,121,0.531,trial,mobile,USA,12,0,0.6677,1,41,reminder
TXN004658,CUST03805,3448.43,INR,card,expired_card,2,8,1,1794.71,12908.23,129,0.83,inactive,desktop,India,1,6,0.087,0,0,escalate
TXN004659,CUST04962,19652.92,INR,netbanking,bank_timeout,2,6,3,2269.68,26281.85,169,1.483,trial,mobile,Singapore,4,4,0.8519,1,46,payment_link
TXN004660,CUST01878,7385.53,INR,card,expired_card,3,6,2,2280.01,19884.05,34,0.167,active,mobile,UK,1,3,0.2594,1,88,escalate
TXN004661,CUST03760,282.53,INR,card,expired_card,1,7,1,1786.63,24799.19,100,1.054,inactive,tablet,Singapore,14,2,0.3826,0,0,escalate
TXN004662,CUST03609,4802.98,INR,card,expired_card,3,6,4,1273.16,15093.46,78,1.493,trial,mobile,UAE,9,4,0.2869,1,78,escalate
TXN004663,CUST00816,3411.65,INR,card,incorrect_otp,2,12,2,3457.23,34530.95,140,1.415,trial,desktop,India,13,0,0.8587,0,0,retry
TXN004664,CUST02036,2131.55,INR,card,insufficient_funds,1,7,0,4475.95,47071.66,123,1.654,active,desktop,Singapore,21,0,0.9454,1,28,retry
TXN004665,CUST00198,276.75,INR,netbanking,issuer_decline,1,5,3,2601.63,21624.66,21,0.215,active,tablet,Singapore,3,1,0.8992,1,19,payment_link
TXN004666,CUST02529,8069.42,INR,upi,expired_card,1,9,2,9422.3,165386.8,40,0.604,inactive,mobile,UAE,8,1,0.7324,1,41,reminder
TXN004667,CUST03390,2953.4,INR,card,network_error,1,10,5,2138.07,23436.7,5,0.292,inactive,mobile,UAE,5,5,0.939,1,42,payment_link
TXN004668,CUST02902,3663.31,INR,card,issuer_decline,1,7,3,1743.5,17102.25,171,0.306,active,mobile,India,12,2,0.8539,1,53,payment_link
TXN004669,CUST00576,9768.5,INR,upi,network_error,2,8,3,5980.47,87135.01,7,1.516,inactive,mobile,India,2,1,0.97,1,7,payment_link
TXN004670,CUST04402,4465.88,INR,netbanking,bank_timeout,1,5,1,1419.1,11909.96,110,1.778,inactive,mobile,India,15,6,0.9656,1,55,payment_link
TXN004671,CUST02738,6221.5,INR,wallet,bank_timeout,1,9,1,2432.49,25627.18,31,0.156,inactive,mobile,USA,5,3,0.9097,1,40,payment_link
TXN004672,CUST01103,8415.83,INR,card,issuer_decline,3,8,1,6024.05,90164.46,68,1.261,inactive,desktop,Singapore,9,4,0.8077,1,20,payment_link
TXN004673,CUST02439,20449.35,INR,card,network_error,1,7,1,2445.75,14661.29,88,0.746,trial,desktop,India,7,5,0.967,1,16,payment_link
TXN004674,CUST01825,2577.56,INR,upi,bank_timeout,1,11,3,1700.02,19054.09,75,0.242,trial,mobile,UK,16,0,0.9351,1,31,payment_link
TXN004675,CUST03244,4016.44,INR,card,network_error,2,14,1,4484.85,55706.37,70,0.666,active,desktop,India,15,6,0.97,1,55,payment_link
TXN004676,CUST03267,659.71,INR,card,bank_timeout,3,8,1,4452.46,67613.98,91,1.096,inactive,mobile,UK,6,1,0.7121,1,47,reminder
TXN004677,CUST02937,3628.8,INR,upi,insufficient_funds,1,12,3,5500.45,67596.45,77,1.904,inactive,desktop,UK,17,3,0.9584,1,5,retry
TXN004678,CUST04884,4316.99,INR,upi,bank_timeout,1,11,2,4072.59,53000.14,170,1.275,active,tablet,UK,9,1,0.97,1,20,payment_link
TXN004679,CUST00220,29645.51,INR,wallet,insufficient_funds,1,5,1,1312.59,6724.97,25,0.438,active,tablet,India,21,2,0.9073,1,26,retry
TXN004680,CUST02945,2286.54,INR,wallet,issuer_decline,1,9,3,1490.28,22544.05,113,0.819,trial,desktop,Singapore,8,5,0.9,1,42,payment_link
TXN004681,CUST03410,2915.42,INR,wallet,insufficient_funds,1,13,0,2135.98,44559.59,98,0.909,active,tablet,India,3,5,0.9255,1,43,retry
TXN004682,CUST01976,1402.44,INR,wallet,expired_card,1,11,4,4672.34,86538.92,65,1.505,inactive,mobile,Singapore,0,6,0.8095,0,0,retry
TXN004683,CUST00094,627.46,INR,upi,bank_timeout,1,11,1,3694.43,59071.2,59,0.892,inactive,mobile,UAE,16,0,0.97,1,11,payment_link
TXN004684,CUST00775,1833.94,INR,upi,insufficient_funds,2,7,4,2537.44,35223.57,140,1.788,active,mobile,USA,12,0,0.8292,1,18,retry
TXN004685,CUST02290,4341.96,INR,upi,network_error,2,7,1,1250.85,16857.12,139,0.58,trial,mobile,USA,0,2,0.8427,1,20,payment_link
TXN004686,CUST02006,1101.75,INR,card,issuer_decline,2,8,2,1289.65,12023.87,116,0.496,active,mobile,USA,19,0,0.8386,1,31,payment_link
TXN004687,CUST00342,5231.64,INR,card,network_error,1,10,2,10094.32,83979.73,171,1.53,inactive,desktop,Singapore,12,1,0.9191,1,36,payment_link
TXN004688,CUST02006,9382.84,INR,upi,issuer_decline,1,9,0,1886.41,20971.13,178,0.401,active,desktop,USA,9,2,0.97,1,54,payment_link
TXN004689,CUST00871,4367.71,INR,upi,bank_timeout,2,9,1,9067.37,120372.31,92,1.859,active,desktop,UK,11,0,0.97,1,13,payment_link
TXN004690,CUST02588,2024.44,INR,card,issuer_decline,1,9,1,834.67,10410.66,76,1.949,active,mobile,India,16,0,0.97,1,10,payment_link
TXN004691,CUST00779,1133.48,INR,wallet,network_error,1,7,1,5366.39,43870.3,124,0.199,active,desktop,UAE,8,6,0.9582,1,46,payment_link
TXN004692,CUST03337,1790.59,INR,upi,insufficient_funds,1,6,4,3410.06,22917.46,153,0.741,inactive,desktop,UK,22,0,0.2713,0,0,escalate
TXN004693,CUST03297,4633.61,INR,card,bank_timeout,2,7,4,2366.07,21454.13,51,1.613,active,mobile,UAE,15,4,0.97,1,50,payment_link
TXN004694,CUST04766,6564.18,INR,wallet,issuer_decline,1,11,1,3944.66,70049.31,128,1.053,active,mobile,UK,17,6,0.97,1,25,payment_link
TXN004695,CUST04728,1342.81,INR,card,issuer_decline,1,7,2,3058.64,33532.95,98,1.555,active,tablet,UK,3,3,0.9637,1,8,payment_link
TXN004696,CUST02792,1580.53,INR,card,insufficient_funds,1,11,1,4191.36,84263.2,52,1.157,active,mobile,USA,7,5,0.97,1,26,retry
TXN004697,CUST02702,3923.65,INR,upi,network_error,1,9,1,3197.52,23577.03,94,1.646,active,desktop,UK,20,2,0.97,1,5,payment_link
TXN004698,CUST00134,6141.19,INR,card,expired_card,1,9,3,2474.56,34963.25,108,0.681,trial,mobile,UK,4,6,0.3177,0,0,escalate
TXN004699,CUST00629,4753.75,INR,upi,bank_timeout,1,8,2,1685.39,19512.19,147,1.692,active,mobile,UAE,11,2,0.9565,1,34,payment_link
TXN004700,CUST01896,698.43,INR,upi,expired_card,3,6,2,3839.39,44712.93,131,1.162,active,mobile,UAE,2,6,0.4352,1,58,escalate
TXN004701,CUST01624,8493.07,INR,card,expired_card,1,10,6,1088.77,19549.91,160,1.576,trial,desktop,USA,8,0,0.4004,1,80,escalate
TXN004702,CUST03543,3469.84,INR,card,bank_timeout,1,7,0,1271.23,7494.99,93,1.659,trial,desktop,UAE,21,6,0.97,1,27,payment_link
TXN004703,CUST02662,1056.94,INR,upi,expired_card,1,4,4,624.22,2999.75,169,0.273,trial,tablet,USA,5,2,0.1562,1,103,escalate
TXN004704,CUST01404,1345.39,INR,card,network_error,1,8,3,5311.01,39321.88,111,0.934,active,mobile,UAE,6,3,0.97,1,50,payment_link
TXN004705,CUST04339,4332.53,INR,card,network_error,4,9,0,5582.19,98894.79,47,1.443,active,desktop,India,4,0,0.97,1,7,payment_link
TXN004706,CUST04404,1032.99,INR,card,insufficient_funds,2,7,2,3381.45,47197.48,124,1.144,inactive,desktop,UK,1,4,0.2105,1,82,escalate
TXN004707,CUST04958,6944.93,INR,netbanking,incorrect_otp,1,6,1,1170.88,11345.69,178,1.537,trial,tablet,India,17,4,0.8588,1,15,retry
TXN004708,CUST02854,7224.63,INR,upi,incorrect_otp,1,13,4,1744.59,31821.52,167,1.294,active,mobile,UAE,18,6,0.9435,1,11,retry
TXN004709,CUST03085,2440.65,INR,upi,expired_card,1,6,2,4338.03,23962.09,148,0.343,trial,mobile,USA,9,5,0.3148,0,0,escalate
TXN004710,CUST01443,8031.29,INR,upi,network_error,1,10,3,9017.19,77651.37,77,1.11,active,mobile,USA,15,3,0.97,1,19,payment_link
TXN004711,CUST01729,16522.13,INR,upi,insufficient_funds,1,6,1,2742.69,21502.13,16,0.472,inactive,mobile,India,6,0,0.7341,0,0,reminder
TXN004712,CUST03664,7518.75,INR,card,expired_card,1,4,4,16760.41,76836.88,15,0.509,active,desktop,USA,19,6,0.8567,1,9,retry
TXN004713,CUST02721,29450.03,INR,netbanking,issuer_decline,1,6,3,1541.37,10433.65,164,1.829,active,mobile,Singapore,15,4,0.9392,1,28,payment_link
TXN004714,CUST00712,2071.25,INR,card,incorrect_otp,1,6,3,5951.64,33793.87,68,1.714,active,mobile,UAE,5,0,0.9612,1,68,retry
TXN004715,CUST00558,1055.65,INR,card,bank_timeout,1,8,2,1924.39,29139.72,67,0.757,active,mobile,UK,4,0,0.9621,1,36,payment_link
TXN004716,CUST00148,2210.8,INR,card,network_error,2,7,0,8525.03,71429.01,150,0.373,active,mobile,Singapore,10,3,0.97,1,23,payment_link
TXN004717,CUST00098,4965.55,INR,card,bank_timeout,1,3,4,2566.92,7488.83,90,1.631,active,mobile,Singapore,8,0,0.9337,1,5,payment_link
TXN004718,CUST04384,11185.62,INR,netbanking,issuer_decline,1,9,3,5154.24,82442.81,148,1.538,active,mobile,India,20,4,0.97,1,25,payment_link
TXN004719,CUST02545,7387.8,INR,card,expired_card,1,6,1,5390.18,50322.96,68,0.538,inactive,desktop,Singapore,17,6,0.5665,0,0,reminder
TXN004720,CUST02711,2216.26,INR,card,expired_card,2,3,4,6760.95,22258.61,86,0.621,trial,mobile,India,1,4,0.1782,1,102,escalate
TXN004721,CUST04710,4731.6,INR,wallet,issuer_decline,1,9,1,5610.03,66700.91,147,0.131,active,mobile,UAE,17,4,0.938,1,25,payment_link
TXN004722,CUST01049,14819.64,INR,netbanking,expired_card,1,7,2,2822.49,28453.48,114,1.861,active,desktop,UK,11,2,0.8565,1,5,retry
TXN004723,CUST02672,990.2,INR,netbanking,insufficient_funds,1,5,3,1985.23,10772.92,29,1.201,trial,mobile,UAE,14,6,0.9011,1,18,retry
TXN004724,CUST00218,9535.56,INR,upi,issuer_decline,4,9,3,6281.07,95919.88,120,1.156,trial,mobile,UAE,6,4,0.4483,0,0,escalate
TXN004725,CUST04281,4919.17,INR,upi,expired_card,1,10,3,1880.27,27202.51,31,1.343,active,tablet,UAE,17,6,0.9581,1,35,retry
TXN004726,CUST00483,1692.37,INR,upi,expired_card,1,8,3,8155.85,60653.8,33,1.401,active,mobile,Singapore,10,2,0.9664,0,0,retry
TXN004727,CUST02736,5787.44,INR,card,incorrect_otp,1,4,4,6095.68,19936.21,136,1.252,inactive,desktop,Singapore,22,5,0.5045,0,0,reminder
TXN004728,CUST00763,24257.87,INR,card,insufficient_funds,2,9,5,1257.11,20490.78,78,0.127,active,mobile,USA,4,6,0.3033,1,53,escalate
TXN004729,CUST00824,4720.79,INR,card,network_error,1,8,3,2775.36,39656.33,165,0.321,active,mobile,India,9,3,0.97,1,5,payment_link
TXN004730,CUST01275,2274.8,INR,card,issuer_decline,1,7,4,6613.39,59724.53,139,0.291,active,mobile,USA,4,6,0.8849,1,20,payment_link
TXN004731,CUST04190,8231.63,INR,card,network_error,3,7,3,3123.85,30333.47,30,1.52,inactive,mobile,USA,18,6,0.9117,1,8,payment_link
TXN004732,CUST04390,6424.95,INR,upi,bank_timeout,1,9,1,3148.48,45050.86,92,1.5,trial,desktop,UAE,20,5,0.97,1,6,payment_link
TXN004733,CUST02836,1317.1,INR,wallet,bank_timeout,1,10,1,5570.03,91654.39,164,0.536,active,mobile,UAE,19,2,0.9606,1,24,payment_link
TXN004734,CUST02487,758.46,INR,upi,bank_timeout,2,14,1,1891.87,39625.71,10,0.612,trial,tablet,UAE,22,3,0.97,1,28,payment_link
TXN004735,CUST00304,20392.4,INR,card,expired_card,1,10,2,2249.82,39679.66,132,1.824,active,desktop,Singapore,9,2,0.8011,1,45,retry
TXN004736,CUST03806,647.65,INR,card,incorrect_otp,1,5,0,2851.98,27387.68,155,0.232,trial,mobile,UK,4,0,0.7903,0,0,retry
TXN004737,CUST00321,5770.09,INR,card,incorrect_otp,1,6,1,1157.83,12977.94,86,0.214,inactive,desktop,India,16,6,0.7739,1,68,retry
TXN004738,CUST00791,9176.08,INR,wallet,insufficient_funds,3,9,2,2918.86,40944.23,171,0.959,active,mobile,UAE,3,5,0.424,1,54,escalate
TXN004739,CUST03079,26999.82,INR,upi,network_error,4,7,2,1274.27,10542.95,89,1.218,active,mobile,UK,1,4,0.8487,1,56,payment_link
TXN004740,CUST02999,2638.46,INR,card,insufficient_funds,3,8,2,2860.5,43873.62,5,1.069,active,mobile,Singapore,14,1,0.9601,1,15,retry
TXN004741,CUST02984,659.12,INR,upi,bank_timeout,1,13,0,3130.27,78396.62,16,0.121,active,desktop,UK,1,2,0.97,1,12,payment_link
TXN004742,CUST02160,3510.75,INR,card,expired_card,1,12,1,5835.09,131807.54,151,0.307,active,mobile,UAE,19,0,0.8859,1,36,retry
TXN004743,CUST00340,2594.28,INR,netbanking,network_error,3,2,0,7968.77,28668.09,102,1.942,inactive,mobile,India,6,3,0.694,1,31,reminder
TXN004744,CUST03162,11818.63,INR,card,issuer_decline,2,7,1,3573.26,24438.33,54,1.18,active,mobile,UK,22,2,0.97,1,15,payment_link
TXN004745,CUST00914,2909.73,INR,card,issuer_decline,1,6,4,600.62,5866.08,61,0.637,inactive,mobile,UAE,5,0,0.7002,1,39,reminder
TXN004746,CUST04384,1546.93,INR,card,network_error,1,11,3,3877.79,75015.29,126,1.563,inactive,mobile,India,5,5,0.97,1,5,payment_link
TXN004747,CUST04553,3552.64,INR,wallet,bank_timeout,2,7,1,6093.23,63378.95,56,1.642,active,desktop,UK,6,6,0.97,1,9,payment_link
TXN004748,CUST03707,5628.22,INR,netbanking,bank_timeout,2,5,2,2089.77,11701.96,59,0.036,inactive,tablet,Singapore,16,5,0.5648,0,0,reminder
TXN004749,CUST04893,7722.82,INR,card,incorrect_otp,1,9,1,4324.69,57710.14,135,0.596,active,mobile,USA,7,6,0.9158,1,10,retry
TXN004750,CUST01856,9575.54,INR,card,bank_timeout,2,6,1,5027.86,45016.86,100,1.375,active,desktop,UAE,19,5,0.97,1,11,payment_link
TXN004751,CUST04352,3852.23,INR,upi,network_error,3,4,1,2146.44,16037.06,64,1.489,inactive,mobile,UK,5,1,0.8983,1,27,payment_link
TXN004752,CUST02520,4622.56,INR,wallet,bank_timeout,2,7,3,5079.86,45941.72,33,0.584,inactive,mobile,USA,6,2,0.7705,1,7,payment_link
TXN004753,CUST03417,11662.73,INR,card,issuer_decline,2,6,2,2581.73,13139.15,116,1.088,active,mobile,Singapore,11,6,0.8965,1,31,payment_link
TXN004754,CUST03910,7276.05,INR,netbanking,insufficient_funds,4,6,1,4517.47,36708.29,125,0.644,active,desktop,UK,9,1,0.179,0,0,escalate
TXN004755,CUST02747,2719.86,INR,upi,bank_timeout,1,10,3,6132.47,113061.72,172,1.09,active,desktop,UAE,21,1,0.97,1,5,payment_link
TXN004756,CUST00547,2041.11,INR,card,network_error,1,4,1,13559.43,87230.15,171,1.191,active,desktop,USA,21,1,0.97,1,16,payment_link
TXN004757,CUST01023,1091.1,INR,card,expired_card,1,7,2,1736.52,12256.31,24,0.529,inactive,desktop,Singapore,0,2,0.6233,1,61,reminder
TXN004758,CUST01072,1873.46,INR,card,incorrect_otp,1,4,2,3800.76,12951.9,111,1.29,inactive,tablet,Singapore,8,0,0.6498,1,45,reminder
TXN004759,CUST00655,15025.23,INR,netbanking,incorrect_otp,1,5,2,14551.33,134265.47,87,0.256,active,mobile,Singapore,23,3,0.97,1,38,retry
TXN004760,CUST00210,334.7,INR,netbanking,network_error,1,8,2,5288.71,74511.1,142,0.297,inactive,mobile,UK,22,3,0.8086,1,25,payment_link
TXN004761,CUST03908,2045.29,INR,card,issuer_decline,1,4,2,1951.47,10992.81,108,0.124,active,mobile,India,6,6,0.8105,0,0,payment_link
TXN004762,CUST02440,2034.97,INR,card,insufficient_funds,1,3,3,1987.62,8819.85,50,0.048,active,mobile,India,0,2,0.6565,1,36,reminder
TXN004763,CUST01191,497.9,INR,upi,network_error,2,12,4,1688.28,35806.73,143,0.105,inactive,desktop,India,12,4,0.6426,0,0,reminder
TXN004764,CUST02040,2121.82,INR,upi,expired_card,1,4,0,4500.5,14480.25,147,0.61,active,tablet,UK,8,0,0.6827,1,22,reminder
TXN004765,CUST02564,5146.65,INR,card,incorrect_otp,1,0,3,2598.75,2966.18,103,1.871,inactive,mobile,UAE,2,0,0.5763,0,0,reminder
TXN004766,CUST04456,12865.35,INR,card,issuer_decline,2,3,2,1319.48,3194.13,149,1.184,active,mobile,Singapore,17,4,0.9194,1,5,payment_link
TXN004767,CUST02088,6009.76,INR,netbanking,network_error,1,12,2,3330.11,49258.38,108,1.504,active,tablet,Singapore,13,2,0.9632,1,20,payment_link
TXN004768,CUST01494,7258.16,INR,card,issuer_decline,2,10,1,3079.43,51603.8,112,0.407,trial,mobile,USA,9,4,0.7491,1,36,reminder
TXN004769,CUST00673,2323.83,INR,netbanking,bank_timeout,1,6,1,1627.1,13586.52,81,1.421,inactive,desktop,UK,2,4,0.97,1,36,payment_link
TXN004770,CUST00323,3190.71,INR,upi,bank_timeout,1,5,2,5382.2,47885.16,132,0.516,trial,tablet,Singapore,16,1,0.9245,1,27,payment_link
TXN004771,CUST00739,6903.67,INR,upi,issuer_decline,1,7,2,1622.93,20777.39,65,0.326,active,mobile,USA,17,3,0.97,1,11,payment_link
TXN004772,CUST02795,1942.53,INR,card,network_error,1,12,3,3603.05,45668.48,131,0.625,active,mobile,UK,23,6,0.97,1,38,payment_link
TXN004773,CUST01042,379.81,INR,netbanking,network_error,1,10,0,8798.13,137585.35,39,1.686,trial,mobile,UAE,5,4,0.97,1,25,payment_link
TXN004774,CUST04168,1365.31,INR,card,incorrect_otp,1,10,3,1640.63,23252.77,177,1.663,trial,tablet,USA,22,6,0.9452,1,34,retry
TXN004775,CUST01378,3093.81,INR,upi,network_error,1,5,1,3242.23,14213.73,151,1.861,active,mobile,India,9,3,0.97,0,0,payment_link
TXN004776,CUST00448,3306.34,INR,wallet,incorrect_otp,1,9,0,10063.28,142113.45,8,0.508,active,mobile,UK,20,4,0.97,1,13,retry
TXN004777,CUST03858,4828.87,INR,upi,insufficient_funds,1,9,1,7484.26,114671.45,68,0.472,trial,mobile,USA,18,5,0.9413,1,38,retry
TXN004778,CUST04232,16117.63,INR,wallet,insufficient_funds,1,9,1,5668.67,62094.64,103,0.772,active,mobile,Singapore,14,4,0.8583,1,29,retry
TXN004779,CUST00936,6451.61,INR,wallet,insufficient_funds,4,6,0,3950.84,37514.81,131,1.821,active,tablet,India,8,2,0.5231,0,0,reminder
TXN004780,CUST00528,2115.46,INR,upi,insufficient_funds,2,14,3,2432.61,36145.68,24,1.826,trial,mobile,UAE,10,0,0.9401,1,22,retry
TXN004781,CUST00851,10514.18,INR,card,bank_timeout,1,9,2,5211.69,67973.82,26,0.212,inactive,mobile,UK,23,2,0.9656,1,41,payment_link
TXN004782,CUST02096,16755.02,INR,upi,issuer_decline,4,4,3,6199.36,43354.1,164,0.674,active,mobile,India,6,0,0.345,1,48,escalate
TXN004783,CUST01110,1545.28,INR,netbanking,bank_timeout,2,2,4,3043.91,8864.16,144,1.71,trial,tablet,Singapore,10,3,0.768,0,0,payment_link
TXN004784,CUST01129,10016.05,INR,card,incorrect_otp,2,6,1,4392.25,21622.86,116,0.53,trial,mobile,UAE,6,1,0.4822,0,0,reminder
TXN004785,CUST01691,1486.1,INR,netbanking,network_error,1,10,2,3623.99,29709.31,108,0.909,active,mobile,UAE,3,2,0.97,1,24,payment_link
TXN004786,CUST00547,6937.19,INR,netbanking,issuer_decline,4,8,2,4621.55,43168.06,172,1.298,inactive,mobile,UAE,11,0,0.1794,0,0,escalate
TXN004787,CUST01033,1926.8,INR,upi,expired_card,3,4,2,956.76,4015.14,64,0.586,inactive,mobile,Singapore,1,6,0.1541,0,0,escalate
TXN004788,CUST03859,2534.57,INR,card,bank_timeout,2,8,1,3315.18,22860.05,67,0.933,active,mobile,USA,8,6,0.97,0,0,payment_link
TXN004789,CUST00505,43441.59,INR,wallet,insufficient_funds,3,6,1,2591.76,23989.71,95,0.834,trial,desktop,Singapore,16,4,0.1456,0,0,escalate
TXN004790,CUST02888,3315.0,INR,upi,bank_timeout,1,7,2,2047.13,26276.06,22,0.958,trial,tablet,Singapore,14,5,0.9294,1,34,payment_link
TXN004791,CUST00814,2141.11,INR,card,bank_timeout,1,8,4,527.75,8340.23,37,0.496,active,mobile,India,13,4,0.97,1,17,payment_link
TXN004792,CUST04596,6004.92,INR,card,incorrect_otp,1,1,1,6523.09,8295.16,2,1.153,active,desktop,UAE,20,0,0.97,1,40,retry
TXN004793,CUST03388,1646.64,INR,card,insufficient_funds,3,7,1,2589.37,29455.31,93,0.17,inactive,mobile,India,14,2,0.0585,0,0,escalate
TXN004794,CUST04679,2392.17,INR,card,incorrect_otp,2,3,1,3180.12,17958.85,46,1.608,active,mobile,UAE,18,2,0.97,1,10,retry
TXN004795,CUST04958,557.05,INR,card,insufficient_funds,1,10,2,1928.76,38422.25,34,1.504,trial,tablet,India,8,1,0.9228,1,33,retry
TXN004796,CUST00977,1292.88,INR,wallet,network_error,1,10,2,2758.67,28802.15,51,0.346,trial,mobile,UK,14,4,0.97,1,5,payment_link
TXN004797,CUST02910,5779.84,INR,upi,network_error,4,7,1,3650.47,35318.21,101,1.487,active,desktop,India,6,6,0.8691,1,56,payment_link
TXN004798,CUST00859,6615.02,INR,upi,issuer_decline,1,4,3,1961.89,14365.03,171,0.407,active,mobile,UK,10,4,0.8963,1,16,payment_link
TXN004799,CUST04017,30646.02,INR,wallet,expired_card,1,11,2,6063.71,107712.24,175,1.708,active,desktop,India,6,3,0.97,1,5,retry
TXN004800,CUST02588,4162.28,INR,wallet,expired_card,2,6,2,2541.11,13669.85,144,0.101,trial,tablet,USA,0,2,0.0752,0,0,escalate
TXN004801,CUST00586,4732.61,INR,card,network_error,1,9,2,2977.64,27598.91,28,0.728,active,tablet,Singapore,17,4,0.97,1,28,payment_link
